percentage expenditure,Hepatitis B,Polio,Total expenditure,Diphtheria,GDP,Income composition of resources,Schooling
5.910603035055615,9.0,88.0,5.9,91.0,8.446410922054264,0.703,13.1
5.890596377127087,98.0,99.0,3.96,99.0,8.199727823206128,0.615,12.2
4.085299784430301,98.0,95.0,7.6,98.0,8.358932425411387,0.728,12.8
6.338270181761461,64.0,65.0,5.2,64.0,8.054956165474803,0.596,10.8
3.981620973886994,8.0,77.0,4.24,8.0,6.549169725276147,0.483,9.7
5.400522774082798,92.0,92.0,8.2,92.0,7.546390491831213,0.468,6.8
4.668999670506097,41.0,6.0,4.0,53.0,7.23337841493471,0.481,9.2
6.623240658586851,78.0,99.0,11.44,99.0,8.484513871820873,0.885,16.1
5.274041517587138,46.0,46.0,3.7,46.0,8.005688777324211,0.514,9.8
4.987684218233415,95.0,95.0,5.28,95.0,7.129789351051804,0.0,9.2
6.046143121937266,94.0,94.0,7.46,94.0,8.745503765845143,0.742,14.2
4.348494118818518,94.0,9.0,5.67,94.0,6.51909861123948,0.792,16.3
7.413565357100976,7.0,96.0,9.1,97.0,9.369917401927948,0.782,15.7
6.384367915564483,95.0,95.0,6.41,95.0,8.688436894236668,0.755,13.5
6.169891407324531,78.0,82.0,5.91,79.0,7.813267260682573,0.65,11.3
3.978284339421041,46.0,72.0,7.67,76.0,6.065447872207868,0.744,15.2
8.359817455816065,96.0,97.0,8.49,94.0,10.347389771348531,0.846,15.6
6.775536760047389,96.0,95.0,6.88,95.0,8.96377912810931,0.775,14.2
6.278485434024774,93.0,93.0,5.82,93.0,8.12777543307341,0.658,11.1
5.087662033691477,93.0,92.0,4.85,93.0,7.111035281784507,0.53,9.8
0.6742176685076932,81.0,78.0,4.69,81.0,2.6382830299226074,0.456,8.2
5.569456407504357,93.0,94.0,6.48,94.0,7.565676548530966,0.856,16.5
6.696099615972595,99.0,99.0,4.13,98.0,8.877141621647638,0.758,14.6
6.077179986295345,98.0,98.0,6.9,96.0,8.552014365582838,0.771,15.4
4.2547519860265774,93.0,92.0,5.3,93.0,6.260524023540235,0.708,13.3
6.303422603848225,75.0,78.0,2.86,81.0,9.030473852310893,0.645,12.4
5.849049312037877,98.0,98.0,5.1,98.0,8.280249396518656,0.633,10.3
6.826359101573198,98.0,98.0,6.11,98.0,8.881919169626334,0.714,12.1
1.2926777121823037,43.0,97.0,5.67,96.0,3.1073803510018325,0.72,12.5
4.187473078777361,98.0,98.0,6.54,98.0,6.028644164218161,0.71,14.4
7.839896144388771,96.0,97.0,2.23,98.0,10.544085018163742,0.84,14.2
8.414104493890951,46.0,94.0,8.76,94.0,10.790134986455076,0.907,18.2
6.767770374947875,8.0,92.0,7.25,91.0,8.289672190534546,0.708,11.7
6.147908974141766,95.0,98.0,5.86,98.0,8.513626562349806,0.784,14.7
6.013175308639919,97.0,99.0,4.15,99.0,8.439090589619607,0.687,12.6
6.763827089338973,42.0,89.0,11.17,91.0,8.471034976228431,0.898,15.9
4.198202899474689,96.0,96.0,3.99,96.0,6.8797230076092415,0.764,12.8
3.858351768079221,95.0,92.0,8.39,92.0,5.644802272956251,0.902,20.1
5.51168771855236,8.0,85.0,5.33,81.0,8.673146446770469,0.737,11.7
0.8933439990783328,83.0,83.0,11.9,83.0,4.37499541976549,0.426,9.5
3.4742099551333605,67.0,77.0,4.71,67.0,7.9529451145278625,0.676,11.7
2.068724820078037,86.0,84.0,6.24,86.0,4.566888005075611,0.54,10.7
6.468790637826249,96.0,96.0,4.45,96.0,8.944307299656069,0.714,12.2
6.672382835508228,97.0,81.0,6.1,97.0,9.056113672359494,0.749,15.8
2.219272766437524,87.0,87.0,6.14,87.0,4.136227545694466,0.415,9.1
7.426187562417589,89.0,94.0,8.6,94.0,9.524493230496246,0.79,13.8
6.407916889223476,95.0,95.0,5.61,95.0,8.415657961127405,0.7,12.4
8.475309158966631,96.0,96.0,9.28,97.0,10.45780717939382,0.877,16.6
5.810945658331268,98.0,97.0,3.79,98.0,9.870844124263598,0.814,14.4
5.8474182258749705,61.0,66.0,3.66,67.0,7.90062230205973,0.582,10.7
5.23948688988396,46.0,48.0,3.69,48.0,7.835556431067659,0.5,9.6
3.716820952622628,99.0,99.0,5.11,99.0,6.305867999638236,0.62,11.7
6.725476366238912,95.0,95.0,4.2,95.0,9.16622737272312,0.747,12.2
4.0798370592877085,89.0,94.0,7.82,89.0,5.617591231810061,0.366,10.0
4.334122298249427,59.0,63.0,3.0,59.0,7.763366669867791,0.631,10.2
3.252219131394049,57.0,6.0,3.85,57.0,6.081509878022176,0.376,8.1
6.197295359284195,97.0,97.0,1.98,97.0,8.639583992508811,0.665,10.6
3.5796064811557207,6.0,66.0,4.25,65.0,6.676150656042528,0.536,9.7
4.183665638551428,44.0,79.0,4.33,82.0,7.288020149630224,0.58,10.8
0.8707274033063157,66.0,58.0,8.7,58.0,3.26934571655277,0.396,7.9
3.083423670819081,99.0,99.0,3.28,99.0,5.780720722322684,0.746,13.6
6.432862743927902,98.0,98.0,9.52,98.0,8.15751195281297,0.625,12.1
5.981242807424269,99.0,99.0,8.28,99.0,8.897621882646776,0.7,13.5
7.953777448187027,98.0,99.0,2.61,99.0,10.70545056506692,0.86,14.9
5.070523032716237,92.0,93.0,8.57,92.0,8.329385213701602,0.749,13.4
5.489746756241591,98.0,98.0,4.21,98.0,8.386259417485658,0.72,14.7
0.6120381672095231,37.0,73.0,4.38,74.0,3.01149562650344,0.563,10.5
5.176210242607467,62.0,81.0,5.1,79.0,8.256461439614514,0.708,11.6
2.728130253964646,98.0,99.0,6.28,99.0,7.027597100550328,0.808,15.0
4.460790783724192,91.0,9.0,5.17,91.0,6.504052791045941,0.377,6.7
2.6671623051049447,48.0,85.0,3.23,88.0,5.19501861288637,0.636,11.6
5.041347963710058,87.0,9.0,4.87,87.0,7.223064062660957,0.504,11.4
7.457074540877181,94.0,98.0,2.76,98.0,10.200729822818392,0.791,14.4
3.5988806191120988,72.0,78.0,5.36,78.0,5.906913776705081,0.658,11.5
4.493684059358779,99.0,97.0,2.43,99.0,7.369053790899447,0.753,11.5
4.8425958037166765,82.0,85.0,2.83,78.0,7.721102864339208,0.645,11.7
4.408103161651859,96.0,96.0,7.67,96.0,6.255670796770956,0.0,14.3
9.69622731464943,94.0,99.0,6.94,99.0,11.688337722433907,0.892,13.9
8.31035199884456,97.0,95.0,3.61,96.0,10.641114491275026,0.826,13.5
3.7688557341965936,86.0,95.0,2.8,94.0,6.205596939608866,0.506,8.4
4.7321653879319845,99.0,96.0,4.16,97.0,7.115548006999639,0.676,12.1
2.095876343428338,64.0,66.0,8.53,78.0,4.854895125033351,0.694,12.0
4.328385174976505,81.0,86.0,4.34,85.0,8.444259763983958,0.685,12.7
6.022392715465849,94.0,66.0,4.72,77.0,7.921456855445842,0.692,13.0
3.077861091477982,98.0,92.0,3.28,91.0,5.480187692385948,0.683,13.2
6.502393582776778,97.0,98.0,1.17,98.0,8.398237886170271,0.878,15.9
1.5514779819596138,88.0,94.0,5.5,88.0,3.422718205215987,0.512,9.6
5.543100389283726,83.0,84.0,2.9,83.0,8.213098226930683,0.669,12.6
1.8962328173190863,99.0,99.0,4.89,99.0,6.125804178332173,0.691,12.5
9.30449217839777,92.0,92.0,9.2,92.0,11.038851627654449,0.927,19.8
7.003291648658149,94.0,96.0,6.8,96.0,9.176677657293917,0.807,16.2
7.801573085686049,99.0,99.0,2.25,99.0,10.662388700825954,0.787,14.1
3.772499992327115,96.0,96.0,2.85,96.0,6.424508409621208,0.52,8.6
2.7233095140077928,65.0,86.0,4.56,86.0,5.038136317131263,0.592,9.6
6.333919183438498,99.0,99.0,4.21,99.0,9.027890246557636,0.712,12.1
6.564723692021548,95.0,99.0,1.79,95.0,8.589969120880594,0.771,17.1
3.3488090897379488,95.0,93.0,7.18,95.0,6.1939335553178765,0.746,14.7
7.688962321928744,98.0,99.0,9.26,99.0,9.993137173381244,0.86,17.1
6.283349468018527,78.0,75.0,8.83,78.0,8.58926433163544,0.733,13.2
5.423763300836333,95.0,95.0,8.35,95.0,7.508172252444166,0.562,11.1
2.788412129204099,83.0,85.0,5.39,83.0,4.764515635320136,0.562,10.1
3.830598357564976,28.0,8.0,3.65,8.0,6.301824752007806,0.0,9.2
6.728703589580114,81.0,75.0,7.12,81.0,9.0752037259072,0.758,13.2
4.529472255427822,97.0,98.0,5.1,98.0,6.54426274082838,0.793,15.6
2.5097672807828144,37.0,44.0,3.62,37.0,4.844175393476843,0.39,7.3
4.475352019256497,69.0,7.0,5.77,69.0,6.151811523747876,0.422,8.4
3.448940616722666,95.0,95.0,1.42,99.0,7.434619559303389,0.585,11.9
5.286696177854022,93.0,93.0,8.3,93.0,7.419295301704415,0.463,7.0
8.23229583165051,92.0,94.0,2.57,92.0,10.661336051059648,0.826,12.9
3.247785332091505,94.0,99.0,5.42,94.0,5.2444729260158445,0.509,9.5
8.22976218531133,92.0,94.0,2.33,92.0,10.65427187707646,0.823,12.8
6.867897259272167,95.0,94.0,2.51,98.0,9.819583216238064,0.786,14.1
4.387201058223872,98.0,99.0,6.2,99.0,6.712046393246124,0.797,14.8
4.278827338702971,91.0,88.0,7.12,89.0,6.820862899275686,0.437,10.7
3.9933773406036654,8.0,81.0,3.96,8.0,6.050190046497168,0.491,7.7
5.63250227708945,97.0,97.0,3.8,97.0,7.999045929754367,0.813,14.4
3.928626928201711,84.0,81.0,13.13,84.0,5.980386521493523,0.375,8.5
5.88036364385077,92.0,81.0,4.56,86.0,7.80349381349465,0.685,12.8
7.269956354192272,9.0,9.0,7.2,9.0,8.976437070607448,0.72,13.6
4.119982791153616,51.0,89.0,8.72,84.0,6.659786866755007,0.677,11.8
6.332868300394397,87.0,83.0,9.81,87.0,8.458254479055478,0.688,12.3
6.818595627739261,95.0,93.0,5.83,94.0,8.97007137626149,0.798,16.2
5.049060100214931,79.0,77.0,3.98,79.0,9.177893933006876,0.678,12.5
7.704976049165715,96.0,99.0,2.73,95.0,10.470762837202695,0.845,14.2
3.101757049691966,4.0,9.0,1.87,84.0,7.07954148080468,0.526,9.1
5.785513402023065,66.0,74.0,7.8,71.0,7.842468631479169,0.734,14.9
4.592499019159473,91.0,93.0,5.5,91.0,7.084194502057882,0.668,10.9
1.266644108986823,83.0,88.0,3.24,88.0,3.4695529212073555,0.68,12.0
4.357932593478903,78.0,78.0,6.64,78.0,6.215901004858344,0.442,10.6
6.037660263129348,95.0,95.0,8.55,95.0,9.558705873926955,0.78,15.5
4.410235385836536,49.0,79.0,7.86,75.0,7.36481543927772,0.675,11.2
8.033974153258592,96.0,97.0,3.46,97.0,10.577058917761116,0.873,14.1
5.147277374178614,92.0,93.0,5.72,92.0,7.1979186205380845,0.546,11.1
6.418217056487087,97.0,96.0,5.89,96.0,8.25695337351326,0.617,12.2
3.079669025432682,97.0,97.0,5.24,97.0,7.067647416480652,0.75,14.3
4.561807384161499,81.0,85.0,5.12,83.0,7.134405817621275,0.599,10.3
5.5645372110129285,87.0,88.0,7.43,87.0,9.641205153217594,0.785,15.3
3.892403687293815,95.0,95.0,6.6,95.0,5.790819776865325,0.618,10.2
5.598952478988497,99.0,99.0,2.65,99.0,8.333478312399539,0.863,15.0
6.017619564984247,9.0,99.0,9.75,99.0,7.870901348264555,0.847,14.3
1.3058697460706818,29.0,57.0,7.78,57.0,3.228522065926397,0.404,11.0
6.050429795042429,9.0,91.0,4.87,9.0,7.734286970129967,0.693,14.6
6.105617669482261,66.0,7.0,5.92,68.0,8.843070132753718,0.659,10.3
3.3124146902755807,95.0,97.0,5.11,96.0,5.460818455886677,0.596,11.9
5.420855132979774,94.0,95.0,6.6,95.0,7.547263521545431,0.835,16.1
6.502254302130697,99.0,97.0,5.6,97.0,8.67072865266392,0.755,13.7
4.559093448624201,82.0,82.0,9.9,82.0,6.3722889063516615,0.477,10.7
5.8122090224301415,97.0,96.0,9.62,97.0,7.73174846849923,0.797,15.4
6.781784191322023,91.0,97.0,1.12,95.0,8.756969863502134,0.766,14.1
6.60219310300847,91.0,85.0,8.61,91.0,8.277735599355461,0.526,11.2
5.606737485640168,98.0,98.0,9.5,98.0,7.731288467501632,0.837,16.8
6.950918163480274,89.0,9.0,7.8,9.0,8.39538135176684,0.719,12.2
6.880310120972011,7.0,87.0,1.82,87.0,8.572290585034615,0.903,15.9
3.4701597176606813,96.0,94.0,8.82,96.0,5.4475746314113564,0.361,9.3
2.496921095589105,64.0,63.0,3.79,64.0,4.9961205293793824,0.476,7.1
0.7138887786497464,96.0,97.0,6.75,96.0,2.722243136529201,0.617,11.2
6.297152597082181,97.0,98.0,6.22,99.0,8.647260318395722,0.796,15.3
6.16161134365371,96.0,97.0,8.82,96.0,8.114548562015832,0.856,16.0
7.626934961884006,99.0,99.0,13.73,99.0,8.95121226051245,0.693,12.7
4.929130143073552,95.0,91.0,1.15,95.0,7.453192010089637,0.589,11.9
3.519938721849892,96.0,97.0,5.61,97.0,7.422713930012108,0.715,13.0
2.2189912420767377,96.0,96.0,8.6,96.0,4.941284922999648,0.553,10.8
5.5757936281819225,92.0,94.0,2.38,94.0,8.123340998628152,0.791,11.8
5.64839823145612,96.0,98.0,3.58,98.0,7.766389901892552,0.666,11.8
4.178076641632535,76.0,94.0,6.58,86.0,6.048868074766195,0.325,4.7
1.3333795390824763,62.0,86.0,1.83,73.0,5.514407138350957,0.465,7.9
3.260502447268603,93.0,94.0,7.23,94.0,7.476457584904951,0.713,12.9
4.375382137060212,99.0,99.0,1.2,99.0,5.838795854345215,0.404,9.3
4.199549761118903,99.0,99.0,3.17,99.0,6.878133452754623,0.725,11.2
3.883961998311251,88.0,89.0,8.46,88.0,5.809694213362684,0.519,10.8
5.793506818443381,93.0,93.0,6.21,93.0,9.71258874890554,0.779,15.5
2.4923003100268697,65.0,41.0,8.82,41.0,5.296959162606505,0.373,6.5
7.179643601435531,92.0,91.0,5.38,92.0,9.562746822043149,0.761,14.6
8.673063779638463,88.0,96.0,1.37,96.0,10.439013622032542,0.877,16.4
6.497984204492825,95.0,96.0,5.41,95.0,8.922493269374343,0.697,12.6
4.05059096572509,93.0,94.0,4.92,94.0,6.163763831838145,0.582,8.9
6.159503936103215,89.0,84.0,9.42,89.0,8.29132566845763,0.675,12.3
5.923414304956371,95.0,99.0,9.76,99.0,7.997317741221238,0.857,16.2
3.8440341149264343,93.0,95.0,8.5,93.0,7.996119185250796,0.0,12.5
3.347885309158229,95.0,95.0,8.88,95.0,5.415379564685693,0.73,13.8
2.579153559976024,97.0,98.0,5.52,97.0,6.576221488139424,0.703,11.6
5.292165825054291,99.0,99.0,3.4,99.0,7.732861954883139,0.812,14.4
6.374816409866934,97.0,97.0,7.18,97.0,8.328101781188554,0.717,14.6
5.990478641762986,9.0,9.0,7.3,9.0,7.876182729061957,0.636,12.4
6.327437817480524,58.0,6.0,5.8,65.0,8.279946329303169,0.693,12.9
2.319010942938544,97.0,93.0,7.2,97.0,6.2918539528840425,0.447,10.2
4.3013610080266,84.0,84.0,6.22,84.0,6.270837191688622,0.678,11.5
5.821035985250043,88.0,88.0,3.78,88.0,8.259024390072387,0.667,12.1
2.546763696954274,94.0,94.0,3.69,94.0,5.792481887777502,0.406,5.2
5.590126954824613,99.0,99.0,3.64,99.0,7.909540501288332,0.81,14.4
3.792484677897943,92.0,88.0,7.5,87.0,5.853603738931443,0.508,10.5
3.0255181310844934,94.0,95.0,5.94,96.0,5.8880988737618605,0.696,12.9
4.711900020800377,75.0,77.0,5.37,75.0,6.717735509317236,0.454,9.8
6.286432362026029,93.0,93.0,6.8,93.0,8.143400430923638,0.624,10.3
4.0974804986961,65.0,69.0,4.13,65.0,7.523286323277989,0.628,10.1
6.897832567105562,86.0,86.0,5.93,86.0,9.026414759772946,0.704,12.5
6.369069086041864,97.0,96.0,4.24,97.0,8.791129371181722,0.72,13.5
4.52469194287443,99.0,99.0,5.3,99.0,8.636716251906542,0.7,12.8
4.408462203652408,92.0,91.0,7.41,92.0,6.31670528900203,0.356,5.9
4.759940450975674,48.0,99.0,6.25,99.0,6.780462086549261,0.683,13.9
5.196919995027447,99.0,93.0,2.62,94.0,7.868305335781755,0.834,14.1
2.916848010291216,92.0,9.0,1.92,9.0,6.896427949533414,0.515,8.8
1.4595540930302695,68.0,67.0,5.82,68.0,3.7987758719956974,0.345,5.3
4.388366804875604,74.0,73.0,4.15,74.0,6.13713016323935,0.508,10.3
3.164323266107403,92.0,96.0,6.7,96.0,5.229448148130016,0.705,12.5
3.9330118982448417,87.0,87.0,5.59,87.0,6.467117214512673,0.419,9.2
6.20337593519282,98.0,98.0,2.51,98.0,9.14270238771486,0.752,15.4
6.500499414676767,98.0,99.0,1.54,99.0,8.406389376739028,0.886,16.2
3.8775189011506535,74.0,82.0,5.82,74.0,6.646616837676344,0.476,10.5
5.502690164808676,95.0,95.0,5.1,95.0,9.44116764772696,0.822,16.1
5.38546971885018,81.0,81.0,8.95,81.0,7.33768978777888,0.46,6.3
8.854206128261305,47.0,98.0,1.57,98.0,10.72359017553899,0.877,16.1
8.2952760372695,92.0,94.0,2.93,92.0,10.731164651402857,0.829,13.1
5.176502891109966,95.0,97.0,3.32,96.0,7.546523027400175,0.649,11.2
5.43713891384684,97.0,97.0,9.15,97.0,7.544445309053619,0.717,13.2
4.371776977189467,67.0,67.0,8.52,67.0,6.508708032273233,0.463,9.8
7.855501387831374,82.0,76.0,8.36,74.0,9.871819862553188,0.808,14.4
6.391465909940591,9.0,9.0,8.1,9.0,8.38585276145061,0.751,13.2
5.3369937883324114,97.0,97.0,8.25,97.0,7.21284436152924,0.803,14.2
4.4994807511311645,88.0,89.0,5.91,88.0,6.551727050163808,0.392,7.5
4.39048287170673,66.0,66.0,9.2,66.0,6.317758265057453,0.448,9.2
4.481962941749854,77.0,73.0,4.59,77.0,6.820308307425877,0.466,10.3
4.073216704125358,96.0,96.0,6.68,96.0,5.897021353362606,0.651,12.9
2.1392208086374573,82.0,82.0,4.55,82.0,4.350734851312603,0.438,8.9
5.772449723667242,9.0,95.0,3.82,95.0,8.277966838134029,0.69,12.3
6.31042416497151,89.0,9.0,6.81,89.0,8.226195529801794,0.666,13.0
5.136988298296289,95.0,96.0,5.27,95.0,7.197777331543781,0.0,9.6
4.63289623792369,66.0,72.0,6.59,66.0,6.729692616210553,0.404,7.5
1.6031574278142395,99.0,99.0,4.69,99.0,5.530156164396794,0.815,14.5
6.907104872413634,98.0,98.0,6.4,98.0,8.985670461242888,0.719,12.2
4.529406965142719,8.0,86.0,4.94,84.0,7.1421430168264495,0.596,10.2
7.019339706455525,97.0,96.0,3.42,96.0,9.528126931494322,0.761,12.4
5.07523551770519,99.0,99.0,3.23,99.0,7.728666457045646,0.788,14.1
3.489384018263576,92.0,91.0,5.4,91.0,6.201507413972096,0.718,12.6
4.2622226387209885,68.0,67.0,4.32,68.0,6.434440124684784,0.434,9.7
5.924958396256075,98.0,98.0,8.35,98.0,7.92438481319123,0.736,13.6
4.033007037757199,84.0,83.0,4.98,84.0,5.937135842098257,0.483,9.1
6.88215915021893,88.0,78.0,5.47,88.0,8.77840671711469,0.735,13.4
4.405826141490824,84.0,84.0,3.77,84.0,7.1911799164052645,0.509,8.5
7.237614758727125,9.0,91.0,5.29,9.0,9.722262141554785,0.772,12.5
4.003207230813199,56.0,65.0,4.41,58.0,5.942160426948294,0.393,8.1
3.603216384022629,93.0,93.0,5.93,93.0,6.503308437614383,0.601,11.1
5.823916181171588,61.0,67.0,3.87,68.0,7.542973174009825,0.0,10.6
1.430639811931134,94.0,94.0,5.3,94.0,3.029491851818592,0.519,9.1
4.315697834876713,88.0,87.0,6.75,87.0,6.749877771986943,0.497,11.1
7.152172977513083,96.0,97.0,5.29,97.0,9.33627973859064,0.737,13.8
9.065392621275244,56.0,88.0,11.2,89.0,10.76739968971841,0.898,15.9
5.125914556742148,58.0,96.0,9.14,96.0,7.050466615441403,0.777,15.5
0.0,68.0,67.0,7.13,65.0,6.12110292740892,0.407,9.2
6.125428115050047,96.0,97.0,7.8,96.0,8.267369360785317,0.745,13.5
4.547200864757481,81.0,81.0,5.13,81.0,6.680823549071061,0.461,10.2
2.541369260085021,7.0,74.0,3.21,78.0,4.94106918691254,0.618,11.4
2.787214208985984,94.0,94.0,6.7,93.0,5.137478554274313,0.709,12.9
6.267917679576717,96.0,99.0,8.24,99.0,9.081212270619767,0.704,13.3
7.20581830514981,95.0,99.0,7.95,99.0,9.022889250632394,0.874,13.5
6.888831085038382,98.0,98.0,5.83,98.0,9.078969224911551,0.723,12.2
5.930051888168715,98.0,97.0,5.3,97.0,7.928750420923911,0.722,12.5
5.2220158615901004,85.0,85.0,6.64,85.0,8.885819981838692,0.7,13.0
5.871185052639798,99.0,98.0,8.17,99.0,7.713968431771598,0.607,11.3
3.8065408077006895,99.0,96.0,3.61,95.0,8.111903627799236,0.691,13.4
6.128991764343913,63.0,65.0,3.85,65.0,8.094658271507729,0.591,10.8
4.24430510998003,84.0,82.0,5.18,84.0,7.118441005634588,0.466,8.8
3.2849937337410817,73.0,8.0,4.78,79.0,5.442216997739638,0.506,10.0
1.28819489319076,88.0,76.0,5.7,83.0,3.8130259002597935,0.579,10.7
6.4381294708330215,99.0,99.0,4.97,99.0,8.898246256937252,0.734,13.8
6.783728700161016,94.0,95.0,11.59,94.0,8.32321723233577,0.75,15.5
6.23754994341054,8.0,8.0,1.9,8.0,8.56676830438512,0.0,15.0
2.1535547963017483,75.0,77.0,4.2,75.0,4.420662438820467,0.444,9.1
6.985543335454197,96.0,96.0,8.11,96.0,8.779335035765593,0.663,11.8
5.204074423244188,96.0,95.0,5.58,96.0,7.66885341622427,0.673,13.4
3.481314928689004,67.0,56.0,5.9,67.0,6.033441985845397,0.341,5.3
2.2537610005640567,92.0,92.0,5.8,92.0,4.346900596983168,0.551,12.4
6.910547708519172,94.0,99.0,4.99,94.0,9.470982879686202,0.823,17.3
4.2306613142748,33.0,4.0,3.17,33.0,6.897943665440278,0.37,6.7
4.230849811527373,65.0,7.0,6.55,65.0,5.874499048926749,0.411,8.2
3.50395107089853,98.0,99.0,6.1,98.0,5.897529758519371,0.703,11.6
6.311389213506954,97.0,98.0,5.81,97.0,8.356974816201227,0.7,12.7
3.970139500050982,96.0,97.0,5.98,96.0,6.728079772666814,0.608,11.1
7.348889251171228,98.0,98.0,3.16,98.0,9.795912282786736,0.806,14.0
5.238484296590505,75.0,88.0,4.62,88.0,7.689355911075553,0.675,12.5
8.601661495184524,96.0,96.0,9.27,96.0,10.55413645862203,0.872,16.4
3.111972484112008,99.0,99.0,3.91,99.0,7.08466002464203,0.712,12.1
7.734376041120579,94.0,99.0,7.18,99.0,9.726161656623235,0.892,13.9
3.8192978740252537,85.0,9.0,4.31,88.0,8.051942186538431,0.707,11.7
4.25361422595203,24.0,8.0,5.73,81.0,6.242985453515257,0.441,10.1
1.9919764981627437,88.0,97.0,6.47,97.0,5.876666252053378,0.558,11.9
3.893836931501209,8.0,8.0,1.19,8.0,6.031554973297369,0.416,9.6
3.886425812983755,46.0,49.0,5.25,53.0,5.779332400266593,0.682,12.9
5.019983958836148,82.0,83.0,6.3,83.0,7.170017738267656,0.753,12.9
9.649675515396726,94.0,99.0,7.1,99.0,11.64178339144438,0.892,13.9
6.37322590906116,82.0,84.0,4.98,82.0,8.358796852118392,0.718,14.3
5.028884866353336,89.0,9.0,8.99,92.0,8.06336179579024,0.735,13.1
7.724918618196309,95.0,96.0,3.63,96.0,10.067926344917195,0.819,12.7
6.363739616561927,98.0,98.0,1.96,97.0,8.8063136719629,0.672,10.7
2.3312681375999467,99.0,98.0,5.81,96.0,4.436478621386124,0.631,11.8
4.302039212222089,71.0,69.0,9.1,71.0,6.110785995023385,0.453,10.6
5.711617629837653,96.0,98.0,3.51,98.0,7.886396833225022,0.674,11.9
5.23907683796374,88.0,88.0,8.84,88.0,7.1906739544506175,0.441,5.5
5.72994631308079,87.0,97.0,5.73,97.0,8.048781232391129,0.56,11.8
